（保真）兴华街汉江路 二七万达隔壁 多层一楼精装带院大三房	 3室2厅	 118m²	 低层(共6层)	 2001	 金汇花园	 二七-长江路-兴华南街101号	 近学校交通便利繁华地段	 155	 13136	 https://pic1.ajkimg.com/display/hj/8466ca3f740076c6996b09172ddedd15/240x180c.jpg?t=1
大学路翰林世家精装修双气电梯房 南北通透 划片幸福路小学二中	 2室1厅	 71m²	 低层(共30层)	 2009	 翰林世家	 二七-大学路-桃源路25号	 近地铁两房朝南配套成熟	 108	 15211	 https://pic1.ajkimg.com/display/hj/d8dc91e3ff844d1bc2bc329ec5e86cdb/240x180c.jpg?t=1
五号线旁 二七万达精装大三房 低于市场二十万 业主急售有钥匙	 3室2厅	 143m²	 低层(共33层)	 2012	 二七万达3号院	 二七-淮河路-人和路	 安全性高繁华地段品质小区	 226	 15804	 https://pic1.ajkimg.com/display/hj/6827fcd37a9af2d06e9e71fe5d65717d/240x180c.jpg?t=1
奥马和园 地铁口直接更名 无税 通透大三居铂金楼层 一级物业	 3室2厅	 144m²	 中层(共33层)	 2019	 奥马和园	 二七-嵩山路-嵩山南路,近南四环	 新房房源近地铁配套成熟	 166	 11497	 https://pic1.ajkimg.com/display/hj/f62c9f1c50e6385b2da7c81897125f4f/240x180c.jpg?t=1
升龙国际商圈 楼下大润发超市 一站式生活圈33平50万带阳台	 1室	 33m²	 中层(共21层)	 2010	 升龙国际中心C区	 二七-政通路-大学中路	 南北通透繁华地段品质小区	 50	 15152	 https://pic1.ajkimg.com/display/hj/36b2db830d05689d74c029e6f3c53c43/240x180c.jpg?t=1
首付1万 月供一千多 不限购不限贷 现房双气 实验外国语旁	 2室2厅	 32m²	 高层(共19层)	 2019	 锦绣山河	 二七-嵩山南路-南彩路,近嵩山南路	 新房房源近地铁配套成熟	 30	 9375	 https://pic1.ajkimg.com/display/hj/e2bccc9718fcbce7b7829fbb017ba21a/240x180c.jpg?t=1
热抢 金牛水岸国际花园 带电梯 三房 业主诚售 看房随时	 3室2厅	 102m²	 中层(共18层)	 2012	 金牛水岸国际花园	 二七-长江路-南屏路69号	 安全性高繁华地段品质小区	 115	 11187	 https://pic1.ajkimg.com/display/hj/219a8d8bff1a60201f5f84b88f890c9a/240x180c.jpg?t=1
首付5万买洋房电梯入户花园，昌建君悦府小高层，一梯一户总18	 4室2厅	 141m²	 低层(共18层)	 2019	 昌建君悦府	 二七-华中片-南四环	 新房房源近地铁配套成熟	 173	 12270	 https://pic1.ajkimg.com/display/hj/76bcf99023508bde8a9e6104b508bf50/240x180c.jpg?t=1
正商朝南两房，双气，公摊小，业主急售，价位低，看房方便	 2室1厅	 84m²	 中层(共11层)	 2009	 正商蔚蓝港湾	 二七-嵩山路-工人路413号	 交通便利素质住户安全性高	 116	 13810	 https://pic1.ajkimg.com/display/hj/f0deed467b327005cd7803bf45fc523d/240x180c.jpg?t=1
绿云小区 70平双气小两房 一梯两户 南北通透 91万急售	 2室1厅	 70m²	 中层(共6层)	 1996	 绿云小区阳春里	 二七-淮南街-淮南街16号	 近学校南北通透小户型	 91	 13000	 https://pic1.ajkimg.com/display/hj/e8644cc26065a4748d2210fe40c852c9/240x180c.jpg?t=1
南三环嵩山南路 鑫苑名城 精装公寓 准现房 带暖气 首付分期	 1室1厅	 23m²	 中层(共33层)	 2018	 鑫苑名城(商住楼)	 二七-二七周边-蒿山南路,近南三环	 新房房源近地铁配套成熟	 20	 8696	 https://pic1.ajkimg.com/display/hj/88d9c0b70ecc96f837da028ad637553c/240x180c.jpg?t=1
（保 真）大学路政通路 升龙国际C区 标准一室一厅 真照片	 1室1厅	 42m²	 高层(共14层)	 2012	 升龙国际中心C区	 二七-政通路-大学中路	 繁华地段品质小区	 72	 17143	 https://pic1.ajkimg.com/display/hj/16221fbeb89bfad5cf49b538e5906391/240x180c.jpg?t=1
二七运河新区新城，低密度洋房纯改善型住宅	 3室2厅	 120m²	 中层(共18层)	 2015	 昌建君悦府	 二七-华中片-南四环	 田园风近地铁配套成熟	 150	 12500	 https://pic1.ajkimg.com/display/hj/21a7835cd50f7713780509ae5a1cd049/240x180c.jpg?t=1
租金抵月供精装修一房市中心地铁口50米火车站丹尼斯大卫城旁	 1室1厅	 52m²	 高层(共24层)	 2014	 铭都国际商住楼	 二七-一马路-铭功路261号	 新房房源小户型地暖	 95.2	 17995	 https://pic1.ajkimg.com/display/hj/efa4ae6f3ac6184bb5565f4f9f2761b8/240x180c.jpg?t=1
升龙国际精装标间 划片政通路小学 首付五万 低于市场价十万	 1室1厅	 53m²	 低层(共33层)	 2012	 升龙国际中心A区	 二七-淮河路-大学路	 近学校安全性高繁华地段	 65	 12264	 https://pic1.ajkimg.com/display/hj/f3d31ea58704f85cbe6378db8d9fa6cb/240x180c.jpg?t=1
首付2万，精装小户型，，鑫苑开发月供1500	 1室1厅	 38m²	 中层(共9层)	 2019	 鑫苑名城	 二七-嵩山路-嵩山南路	 	 34	 8947	 https://pic1.ajkimg.com/display/hj/240465a562b83a815050f4d05593b059/240x180c.jpg?t=1
南三环，复式四房，均价一万，近地铁口。平层8000.品质建业	 1室1厅	 40m²	 中层(共27层)	 2018	 泰宏建业国际城商住楼	 二七-二七周边-大学南路	 新房房源环境优美交通便利	 34	 8500	 https://pic1.ajkimg.com/display/hj/c5621df5d1b56a06ef550622b6d2ef14/240x180c.jpg?t=1
三环内双气精装修拎包入住	 3室2厅	 132m²	 中层(共28层)	 2011	 亚星城市山水	 二七-嵩山路-长江中路129号	 新房房源	 180	 13636	 https://pic1.ajkimg.com/display/hj/c08a688f06b86a8e0a9f24264bb053b9/240x180c.jpg?t=1
三环地铁口，精装不限购，首付5万直接入住，不限购现房	 1室1厅	 41m²	 中层(共20层)	 2018	 锦绣山河(东区)	 二七-二七周边-嵩山南路,近大学南路	 近地铁素质住户品质小区	 41	 10000	 https://pic1.ajkimg.com/display/hj/5c32d1ee2ad44fb5ffe4fddc4ce0db0b/240x180c.jpg?t=1
雄踞二七市中心，丹尼斯大卫城对面，电梯全南两房，精装拎包住！	 2室1厅	 75m²	 低层(共31层)	 2011	 汇港新城	 二七-铭功路-解放路	 近地铁	 110	 14583	 https://pic1.ajkimg.com/display/hj/7efd603c46794d49bc831d2e96f59fc3/240x180c.jpg?t=1
都市家园一楼现在租出去了办的午托部，一年租金大概三万多	 2室2厅	 89m²	 低层(共7层)	 2007	 都市家苑	 二七-大学路-建云路	 配套成熟安全性高低密度	 105	 11707	 https://pic1.ajkimg.com/display/hj/25612a6148e2702d15b087b241dd8979/240x180c.jpg?t=1
南三环绿地城，精装修交房，价格便宜，首付可以分期，千亩大盘！	 3室2厅	 89m²	 低层(共10层)	 2018	 绿地城	 二七-嵩山南路-郑密路,近南三环	 新房房源	 115	 12921	 https://pic1.ajkimg.com/display/hj/36cdfd61a92df022c9db90be45671296/240x180c.jpg?t=1
二七万达精装修142平224万，九号楼，不临街，不临路的房子	 3室2厅	 143m²	 低层(共32层)	 2012	 二七万达3号院	 二七-淮河路-人和路	 独立电梯近地铁素质住户	 224	 15664	 https://pic1.ajkimg.com/display/hj/90c6ac626d05aab80c2424216cb0f645/240x180c.jpg?t=1
亚星盛世雅居 毛坯 可改三室 满五唯一无税 142可谈	 2室2厅	 88m²	 高层(共29层)	 2012	 亚星盛世雅居	 二七-长江路-淮南街	 配套成熟繁华地段品质小区	 142	 16027	 https://pic1.ajkimg.com/display/hj/a67911cdcd6104bf166a13430d0a2e31/240x180c.jpg?t=1
铭功路与解放路交叉口汇港新城环境优美户型好采光好首付5急售	 2室2厅	 69m²	 高层(共31层)	 2011	 汇港新城	 二七-铭功路-解放路	 近地铁环境优美繁华地段	 75	 10838	 https://pic1.ajkimg.com/display/hj/c5bdc49f5f87f89fef99fe6ccd6cd5d2/240x180c.jpg?t=1
距离地铁口100米 改善型小区 两梯两胡 户型三个阳台	 3室2厅	 155m²	 低层(共22层)	 2020	 滨河名家二期	 二七-兴华南街-工人路401号	 	 205	 13175	 https://pic1.ajkimg.com/display/hj/4a05aa06a52a5f6dc55d370af8f129d6/240x180c.jpg?t=1
热抢 金牛水岸国际花园 带电梯 三房 业主诚售 看房随时	 3室2厅	 105m²	 中层(共18层)	 2012	 金牛水岸国际花园	 二七-长江路-南屏路69号	 配套成熟繁华地段品质小区	 115	 10952	 https://pic1.ajkimg.com/display/hj/c7ba81ec594d53b1cbd338790e4ae28a/240x180c.jpg?t=1
市中心高端小区全民户型华润悦府125平两房出售业主诚心卖	 2室2厅	 125m²	 低层(共54层)	 2014	 华润悦府	 二七-碧云路-铭功路	 近地铁新房房源配套成熟	 275	 22000	 https://pic1.ajkimg.com/display/hj/83a955541529d457230014cbac90e7b5/240x180c.jpg?t=1
亚新美好书院一手房源 特价房 购房可送物业费 游轮游等特殊优	 3室2厅	 118m²	 高层(共33层)	 2019	 亚新美好书苑	 二七-二七周边-嵩山路	 新房房源	 155	 13136	 https://pic1.ajkimg.com/display/hj/002e5978cc350e8d1156867d8f8a51d1/240x180c.jpg?t=1
品质社区，商圈成熟，近地铁口，户型方正，南北通透，价位超低！	 3室2厅	 141m²	 低层(共31层)	 2012	 二七万达3号院	 二七-淮河路-人和路	 近地铁配套成熟品质小区	 230	 16312	 https://pic1.ajkimg.com/display/hj/85104f7e336dcb73a82144ea91643280/240x180c.jpg?t=1
精装现房，配全家具家电！喜欢，五年后付首付，不喜欢五年后回购	 1室	 38m²	 高层(共24层)	 2016	 红星国际广场	 二七-二七周边-大学南路,近南三环	 新房房源近地铁配套成熟	 39	 10263	 https://pic1.ajkimg.com/display/hj/6236aa90920dfc323c0d52622c5c6d05/240x180c.jpg?t=1
河医旁，近人民公园，市政供暖，二七商圈旁，火车站附近，随时看	 3室2厅	 88m²	 高层(共7层)	 1997	 铁工里37号院	 二七-铭功路-铁工里37号	 两房朝南配套成熟繁华地段	 83	 9432	 https://pic1.ajkimg.com/display/hj/0ff51d3e53f002b25976653d0d189038/240x180c.jpg?t=1
南三环 投ZI立赚 精装小户型 准现房 首付一万月供1XXX	 1室1厅	 23m²	 中层(共34层)	 2017	 鑫苑名城(商住楼)	 二七-二七周边-蒿山南路,近南三环	 新房房源带飘窗近地铁	 19.8	 8609	 https://pic1.ajkimg.com/display/hj/600fa7948d5335947a63d879c19b3c43/240x180c.jpg?t=1
急售，财政局对面，广 发银行家属院，多层3楼，户型方正采光好	 3室2厅	 110m²	 中层(共6层)	 1997	 广发银行家属院	 二七-长江路-兴华南街64号	 近地铁配套成熟品质小区	 132	 12000	 https://pic1.ajkimg.com/display/hj/7d4fb59c32cc32f1ed1794234d06721a/240x180c.jpg?t=1
大学路鑫苑大三房115平128万 业主置换急卖 有钥匙随时看	 3室2厅	 116m²	 高层(共27层)	 2016	 鑫苑鑫家(1期)	 二七-大学南路-大学南路	 南北通透一梯两户近地铁	 129	 11121	 https://pic1.ajkimg.com/display/hj/f7b344733401c67d2eabc1827be81f79/240x180c.jpg?t=1
（保真）可以上政通路小学 淮河路人和路万山府苑 南北通透急售	 2室2厅	 95m²	 高层(共7层)	 2005	 万山府院	 二七-嵩山路-淮河东路38号	 	 122	 12842	 https://pic1.ajkimg.com/display/hj/2f4377052fb5062f53e37d871639b7a5/240x180c.jpg?t=1
超便宜 捡漏 南北通透小三房 户型方正 省实验小学 鑫苑名城	 3室2厅	 89m²	 高层(共34层)	 2015	 鑫苑名城	 二七-嵩山路-嵩山南路	 新房房源近地铁环境优美	 102	 11461	 https://pic1.ajkimg.com/display/hj/1e2ee9664a267b387de0462ebe1b552b/240x180c.jpg?t=1
婚房两室，首付15万住二环支路小区04年精装大两室，南北通透	 2室2厅	 85m²	 中层(共7层)	 2005	 二环支路小区	 二七-河医片-二环路63号	 一梯两户田园风采光好	 95	 11176	 https://pic1.ajkimg.com/display/hj/20ad0ca366e6bbb7d8d7895b70303c16/240x180c.jpg?t=1
实拍钥匙房,鑫苑现代城,新出纯毛坯三房,客厅朝南带阳台上陇西	 3室2厅	 92m²	 高层(共32层)	 2012	 鑫苑现代城	 二七-京广路-庆丰街	 近地铁近学校小区中心	 195	 21196	 https://pic1.ajkimg.com/display/hj/3092469d04f3701ba5598eab7c405a5e/240x180c.jpg?t=1
南福华小区 2楼 双气 六号地铁口 随时看房 仅在本公司售卖	 3室2厅	 79m²	 低层(共6层)	 1996	 南福华街住宅小区	 二七-华中片-京广中路	 近学校近地铁配套成熟	 109	 13797	 https://pic1.ajkimg.com/display/hj/030b006862b76fd5a4de5631ea92400d/240x180c.jpg?t=1
首付一万元免费用五年，月供一千五三环精装现房，红星集团力作，	 1室1厅	 36m²	 中层(共33层)	 2019	 红星国际广场	 二七-二七周边-大学南路,近南三环	 新房房源近地铁配套成熟	 46	 12778	 https://pic1.ajkimg.com/display/hj/21fc81f52f49c2f02440600afb48a44e/240x180c.jpg?t=1
二七国税局 家属院 多层一梯两户 88平 85万 业主诚售	 2室2厅	 88m²	 高层(共7层)	 1997	 政通路53号院	 二七-淮河路-政通路	 两房朝南一梯两户繁华地段	 92	 10455	 https://pic1.ajkimg.com/display/hj/3c15538f4af9482634d2d05e640f9c29/240x180c.jpg?t=1
急售，新房出售，双气3房，低于市场价10万，中间楼层，无税房	 3室2厅	 99m²	 中层(共34层)	 2014	 升龙城8号院	 二七-嵩山路-兴华南街	 近地铁配套成熟品质小区	 168	 16908	 https://pic1.ajkimg.com/display/hj/117d71d4581a1598c9ba7a2f288f97ff/240x180c.jpg?t=1
旭辉佳苑新出无税 房，房东降价15万出售，精装修送名 牌家电	 2室2厅	 89m²	 高层(共27层)	 2010	 旭辉佳苑	 二七-嵩山路-嵩山南路266号	 配套成熟繁华地段品质小区	 128	 14342	 https://pic1.ajkimg.com/display/hj/27bcb430594838c47daed9dc08c2db60/240x180c.jpg?t=1
标准一室一厅，双气 精装修拎包入住此房子在小区里为*便宜	 1室1厅	 56m²	 低层(共30层)	 2013	 亚星盛世悦都	 二七-嵩山路-郑密路	 新房房源	 83	 14667	 https://pic1.ajkimg.com/display/hj/cb710768c6d186219d793f64695de543/240x180c.jpg?t=1
内部房！二七区 嵩山南路 首付2万网签 月供1200 双地铁	 1室1厅	 23m²	 中层(共27层)	 2017	 鑫苑名城(商住楼)	 二七-二七周边-蒿山南路,近南三环	 新房房源近地铁配套成熟	 19.9	 8652	 https://pic1.ajkimg.com/display/hj/b99b3f15dffc569b942b7c902f2f4722/240x180c.jpg?t=1
鑫苑现代城 南北通透小复式 挑高5米6 次卧室大窗户南北通透	 2室2厅	 62m²	 低层(共17层)	 2012	 鑫苑现代城	 二七-京广路-庆丰街	 近地铁近学校配套成熟	 110	 17742	 https://pic1.ajkimg.com/display/hj/b2de54b5d08876af73730f285ccbe70e/240x180c.jpg?t=1
急售，升龙城5号院，双气精装，送15万装修，，满五唯一	 1室1厅	 64m²	 中层(共34层)	 2015	 升龙城五号院	 二七-淮河路-兴华南街	 近地铁配套成熟品质小区	 93	 14531	 https://pic1.ajkimg.com/display/hj/60eb2afe6f0db286f98408384901d073/240x180c.jpg?t=1
南三环冯庄东路 天擎花园 高档社区 大三房出售 环境优美	 3室2厅	 133m²	 中层(共18层)	 2011	 天擎花园	 二七-长江路-冯庄东路	 环境优美繁华地段品质小区	 202	 15188	 https://pic1.ajkimg.com/display/hj/59943ddf99b6e7c50c7a2d45d58ac75b/240x180c.jpg?t=1
单价8500平.建业开发.首付可分期.7号线地铁口旁	 1室1厅	 36m²	 中层(共32层)	 2018	 泰宏建业国际城	 二七-二七周边-大学南路	 新房房源近地铁配套成熟	 36	 10000	 https://pic1.ajkimg.com/display/hj/d6e22ab9d8c576b07186a989fdf1225f/240x180c.jpg?t=1
双气房子，南北通透，真实图片，房型正，采光好，下楼就是地铁	 2室1厅	 84m²	 高层(共7层)	 1988	 公交三公司家属院	 二七-兴华南街-淮南街	 南北通透	 92	 10952	 https://pic1.ajkimg.com/display/hj/ede169bc5c7a1afcc2eeaa5d028c92ee/240x180c.jpg?t=1
隆福国际92平朝南双气两居 心动不如行动错过再无	 2室2厅	 90m²	 中层(共31层)	 2011	 隆福国际	 二七-庆丰街-陇海中路28号	 近地铁近学校安全性高	 156	 17333	 https://pic1.ajkimg.com/display/hj/05624a6c58f704adf81797ef7f82bb86/240x180c.jpg?t=1
万科开发！首付25万！精装交房！南环性价比之 王	 2室1厅	 78m²	 中层(共32层)	 2019	 万科大都会	 二七-大学南路-大学南路,近南四环	 新房房源全南户型指纹入户	 98.9	 12679	 https://pic1.ajkimg.com/display/hj/4edfb41fd45615d557bce1a2b63616c3/240x180c.jpg?t=1
运河畔 无税 大三房 简装 水岸国际 看房方便	 3室2厅	 105m²	 中层(共26层)	 2013	 金牛水岸国际花园	 二七-长江路-南屏路69号	 安全性高繁华地段品质小区	 130	 12335	 https://pic1.ajkimg.com/display/hj/a907ff85436b486854da8e4abe0fdd95/240x180c.jpg?t=1
西广场 1楼双气三室 大社区 带小院 三卧朝南 全明户型	 3室2厅	 88m²	 低层(共7层)	 1997	 3519家属院	 二七-河医片-陇海中路	 近地铁配套成熟繁华地段	 125	 14099	 https://pic1.ajkimg.com/display/hj/7c6b60a3de457920c221be7ea7cffaac/240x180c.jpg?t=1
急售，升龙国际53平朝东精装大标间，划片政通路，近地铁	 1室	 50m²	 高层(共31层)	 2010	 升龙国际中心A区	 二七-淮河路-大学路	 近学校近地铁配套成熟	 67	 13400	 https://pic1.ajkimg.com/display/hj/551f5ebb53877d2054c32c56cb57ac92/240x180c.jpg?t=1
可以上政通路小学，南北通透，离大润发超市非常近，	 4室2厅	 188m²	 中层(共34层)	 2010	 升龙国际中心A区	 二七-淮河路-大学路	 近学校安全性高繁华地段	 335	 17813	 https://pic1.ajkimg.com/display/hj/e0f0175440b99aefb3743cd7d63c1bf6/240x180c.jpg?t=1
亚星郦都82平南北通透两室两厅，随时看房122万	 2室2厅	 82m²	 高层(共32层)	 2012	 亚星盛世郦都	 二七-嵩山路-郑密路	 南北通透配套成熟品质小区	 117	 14190	 https://pic1.ajkimg.com/display/hj/905e5c8ad96d404798b6456e0f85a0b6/240x180c.jpg?t=1
